date,home_team,away_team,home_score,away_score,tournament,country,result
1947-04-16,Northern Ireland,Wales,2.0,1.0,British Home Championship,Northern Ireland,H
1947-04-27,Italy,Switzerland,5.0,2.0,Friendly,Italy,H
1947-05-03,England,France,3.0,0.0,Friendly,England,H
1947-05-04,Belgium,Netherlands,1.0,2.0,Friendly,Belgium,A
1947-05-04,Hungary,Austria,5.0,2.0,Friendly,Hungary,H
1947-05-04,Republic of Ireland,Portugal,0.0,2.0,Friendly,Republic of Ireland,A
1947-05-10,Australia,South Africa,1.0,2.0,Friendly,Australia,A
1947-05-11,Czechia,Serbia,3.0,1.0,Friendly,Czechia,H
1947-05-11,Italy,Hungary,3.0,2.0,Friendly,Italy,H
1947-05-18,Belgium,Scotland,2.0,1.0,Friendly,Belgium,H
1947-05-18,Switzerland,England,1.0,0.0,Friendly,Switzerland,H
1947-05-24,Australia,South Africa,2.0,4.0,Friendly,Australia,A
1947-05-24,Luxembourg,Scotland,0.0,6.0,Friendly,Luxembourg,A
1947-05-25,Albania,Romania,0.0,4.0,Balkan Cup,Albania,A
1947-05-25,Portugal,England,0.0,10.0,Friendly,Portugal,A
1947-05-26,France,Netherlands,4.0,0.0,Friendly,France,H
1947-05-31,Australia,South Africa,3.0,3.0,Friendly,Australia,D
1947-06-01,France,Belgium,4.0,2.0,Friendly,France,H
1947-06-07,Australia,South Africa,5.0,1.0,Friendly,Australia,H
1947-06-08,Switzerland,France,1.0,2.0,Friendly,Switzerland,A
1947-06-11,Norway,Poland,3.0,1.0,Friendly,Norway,H
1947-06-14,Australia,South Africa,1.0,2.0,Friendly,Australia,A
1947-06-15,Bulgaria,Albania,2.0,0.0,Balkan Cup,Bulgaria,H
1947-06-15,Denmark,Sweden,1.0,4.0,Nordic Championship,Denmark,A
1947-06-20,Denmark,Czechia,2.0,2.0,Friendly,Denmark,D
1947-06-21,Curcao,Aruba,4.0,1.0,Friendly,Curcao,H
1947-06-22,Curcao,Aruba,0.0,0.0,Friendly,Curcao,D
1947-06-22,Romania,Serbia,1.0,3.0,Balkan Cup,Romania,A
1947-06-26,Finland,Norway,1.0,2.0,Friendly,Finland,A
1947-06-26,Sweden,Denmark,6.0,1.0,Friendly,Sweden,H
1947-06-28,Aotearoa New Zealand,South Africa,5.0,6.0,Friendly,Aotearoa New Zealand,A
1947-06-28,Norway,Sweden,1.0,5.0,Friendly,Finland,A
1947-06-29,Serbia,Hungary,2.0,3.0,Balkan Cup,Serbia,A
1947-07-05,Aotearoa New Zealand,South Africa,0.0,6.0,Friendly,Aotearoa New Zealand,A
1947-07-06,Bulgaria,Romania,2.0,3.0,Balkan Cup,Bulgaria,A
1947-07-12,Aotearoa New Zealand,South Africa,3.0,8.0,Friendly,Aotearoa New Zealand,A
1947-07-13,Mexico,USA,5.0,0.0,NAFC Championship,Cuba,H
1947-07-17,Cuba,Mexico,1.0,3.0,NAFC Championship,Cuba,A
1947-07-19,Aotearoa New Zealand,South Africa,1.0,4.0,Friendly,Aotearoa New Zealand,A
1947-07-19,Poland,Romania,1.0,2.0,Friendly,Poland,A
1947-07-20,Cuba,USA,5.0,2.0,NAFC Championship,Cuba,H
1947-07-24,Iceland,Norway,2.0,4.0,Friendly,Iceland,A
1947-08-17,Hungary,Bulgaria,9.0,0.0,Balkan Cup,Hungary,H
1947-08-20,Hungary,Albania,3.0,0.0,Balkan Cup,Hungary,H
1947-08-24,Sweden,Finland,7.0,0.0,Nordic Championship,Sweden,H
1947-08-31,Czechia,Poland,6.0,3.0,Friendly,Czechia,H
1947-09-01,Suriname,Guyana,4.0,0.0,Friendly,Suriname,H
1947-09-05,Suriname,Guyana,0.0,0.0,Friendly,Suriname,D
1947-09-07,Finland,Norway,3.0,3.0,Nordic Championship,Finland,D
1947-09-07,Suriname,Guyana,1.0,0.0,Friendly,Suriname,H
1947-09-14,Albania,Serbia,2.0,4.0,Balkan Cup,Albania,A
1947-09-14,Austria,Hungary,4.0,3.0,Friendly,Austria,H
1947-09-14,Sweden,Poland,5.0,4.0,Friendly,Sweden,H
1947-09-17,Finland,Poland,1.0,4.0,Friendly,Finland,A
1947-09-17,Kenya,Uganda,2.0,3.0,Friendly,Tanzania,A
1947-09-20,Tanzania,Uganda,2.0,4.0,Friendly,Tanzania,A
1947-09-21,Belgium,England,2.0,5.0,Friendly,Belgium,A
1947-09-21,Netherlands,Switzerland,6.0,2.0,Friendly,Netherlands,H
1947-09-21,Norway,Denmark,3.0,5.0,Nordic Championship,Norway,A
1947-09-21,Romania,Czechia,2.0,6.0,Friendly,Romania,A
1947-09-28,Latvia,Lithuania,3.0,2.0,Friendly,Russia,H
1947-10-04,Northern Ireland,Scotland,2.0,0.0,British Home Championship,Northern Ireland,H
1947-10-05,Czechia,Austria,3.0,2.0,Friendly,Czechia,H
1947-10-05,Denmark,Finland,4.0,1.0,Nordic Championship,Denmark,H
1947-10-05,Lithuania,Latvia,0.0,3.0,Friendly,Russia,A
1947-10-05,Sweden,Norway,4.0,1.0,Nordic Championship,Sweden,H
1947-10-12,Lithuania,Estonia,0.0,0.0,Friendly,Russia,D
1947-10-12,Romania,Hungary,0.0,3.0,Balkan Cup,Romania,A
1947-10-12,Serbia,Bulgaria,2.0,1.0,Balkan Cup,Serbia,H
1947-10-18,Wales,England,0.0,3.0,British Home Championship,Wales,A
1947-10-19,Serbia,Poland,7.0,1.0,Friendly,Serbia,H
1947-10-26,IR Iran,Turkiye,1.0,3.0,Friendly,IR Iran,A
1947-10-26,Romania,Poland,0.0,0.0,Friendly,Romania,D
1947-11-02,Switzerland,Belgium,4.0,0.0,Friendly,Switzerland,H
1947-11-05,England,Northern Ireland,2.0,2.0,British Home Championship,England,D
1947-11-05,Trinidad and Tobago,Guyana,1.0,2.0,Friendly,Trinidad and Tobago,A
1947-11-06,Guyana,Jamaica,2.0,0.0,Friendly,Trinidad and Tobago,H
1947-11-08,Trinidad and Tobago,Jamaica,6.0,0.0,Friendly,Trinidad and Tobago,H
1947-11-09,Austria,Italy,5.0,1.0,Friendly,Austria,H
1947-11-10,Guyana,Jamaica,0.0,0.0,Friendly,Trinidad and Tobago,D
1947-11-12,Scotland,Wales,1.0,2.0,British Home Championship,Scotland,A
1947-11-12,Trinidad and Tobago,Jamaica,1.0,0.0,Friendly,Trinidad and Tobago,H
1947-11-14,Trinidad and Tobago,Guyana,2.0,0.0,Friendly,Trinidad and Tobago,H
1947-11-19,England,Sweden,4.0,2.0,Friendly,England,H
1947-11-23,Portugal,France,2.0,4.0,Friendly,Portugal,A
1947-11-30,Ecuador,Bolivia,2.0,2.0,Copa América,Ecuador,D
1947-12-02,Argentina,Paraguay,6.0,0.0,Copa América,Ecuador,H
1947-12-02,Colombia,Uruguay,0.0,2.0,Copa América,Ecuador,A
1947-12-04,Argentina,Bolivia,7.0,0.0,Copa América,Ecuador,H
1947-12-04,Ecuador,Colombia,0.0,0.0,Copa América,Ecuador,D
1947-12-05,Djibouti,Ethiopia,0.0,5.0,Friendly,Djibouti,A
1947-12-06,Chile,Uruguay,0.0,6.0,Copa América,Ecuador,A
1947-12-06,Cuba,Puerto Rico,4.0,0.0,Friendly,Cuba,H
1947-12-06,Paraguay,Peru,2.0,2.0,Copa América,Ecuador,D
1947-12-09,Bolivia,Uruguay,0.0,3.0,Copa América,Ecuador,A
1947-12-09,Chile,Peru,2.0,1.0,Copa América,Ecuador,H
1947-12-10,Cuba,Puerto Rico,0.0,0.0,Friendly,Cuba,D
1947-12-11,Argentina,Peru,3.0,2.0,Copa América,Ecuador,H
1947-12-11,Ecuador,Chile,0.0,3.0,Copa América,Ecuador,A
1947-12-13,Bolivia,Colombia,0.0,0.0,Copa América,Ecuador,D
1947-12-13,Paraguay,Uruguay,4.0,2.0,Copa América,Ecuador,H
1947-12-14,Italy,Czechia,3.0,1.0,Friendly,Italy,H
1947-12-16,Argentina,Chile,1.0,1.0,Copa América,Ecuador,D
1947-12-16,Ecuador,Uruguay,1.0,6.0,Copa América,Ecuador,A
1947-12-18,Argentina,Colombia,6.0,0.0,Copa América,Ecuador,H
1947-12-18,Bolivia,Paraguay,1.0,3.0,Copa América,Ecuador,A
1947-12-20,Colombia,Paraguay,0.0,2.0,Copa América,Ecuador,A
1947-12-20,Ecuador,Peru,0.0,0.0,Copa América,Ecuador,D
1947-12-23,Chile,Paraguay,0.0,1.0,Copa América,Ecuador,A
1947-12-23,Colombia,Peru,1.0,5.0,Copa América,Ecuador,A
1947-12-25,Ecuador,Argentina,0.0,2.0,Copa América,Ecuador,A
1947-12-25,Peru,Uruguay,0.0,1.0,Copa América,Ecuador,A
1947-12-27,Bolivia,Peru,0.0,2.0,Copa América,Ecuador,A
1947-12-28,Argentina,Uruguay,3.0,1.0,Copa América,Ecuador,H
1947-12-29,Chile,Colombia,4.0,1.0,Copa América,Ecuador,H
1947-12-29,Ecuador,Paraguay,0.0,4.0,Copa América,Ecuador,A
1947-12-31,Bolivia,Chile,3.0,4.0,Copa América,Ecuador,A
1948-02-29,Costa Rica,El Salvador,3.0,1.0,CCCF Championship,Guatemala,H
1948-03-02,Guatemala,El Salvador,3.0,0.0,CCCF Championship,Guatemala,H
1948-03-04,Guatemala,Costa Rica,1.0,1.0,CCCF Championship,Guatemala,D
1948-03-04,Panama,Curcao,1.0,3.0,CCCF Championship,Guatemala,A
1948-03-05,Guatemala,Curcao,2.0,2.0,CCCF Championship,Guatemala,D
1948-03-07,Costa Rica,Curcao,2.0,1.0,CCCF Championship,Guatemala,H
1948-03-07,El Salvador,Panama,1.0,2.0,CCCF Championship,Guatemala,A
1948-03-09,El Salvador,Curcao,1.0,0.0,CCCF Championship,Guatemala,H
1948-03-09,Guatemala,Panama,4.0,3.0,CCCF Championship,Guatemala,H
1948-03-10,Wales,Northern Ireland,2.0,0.0,British Home Championship,Wales,H
1948-03-11,Costa Rica,Panama,3.0,1.0,CCCF Championship,Guatemala,H
1948-03-11,Curcao,El Salvador,0.0,2.0,CCCF Championship,Guatemala,A
1948-03-12,Suriname,Trinidad and Tobago,0.0,2.0,Friendly,Suriname,A
1948-03-13,Guatemala,El Salvador,1.0,1.0,CCCF Championship,Guatemala,D
1948-03-14,Belgium,Netherlands,1.0,1.0,Friendly,Belgium,D
1948-03-14,Curcao,Panama,2.0,5.0,CCCF Championship,Guatemala,A
1948-03-14,Suriname,Trinidad and Tobago,0.0,0.0,Friendly,Suriname,D
1948-03-16,Guatemala,Costa Rica,3.0,2.0,CCCF Championship,Guatemala,H
1948-03-16,Panama,El Salvador,2.0,0.0,CCCF Championship,Guatemala,H
1948-03-16,Suriname,Trinidad and Tobago,1.0,0.0,Friendly,Suriname,H
1948-03-18,El Salvador,Costa Rica,0.0,6.0,CCCF Championship,Guatemala,A
1948-03-18,Guatemala,Curcao,2.0,2.0,CCCF Championship,Guatemala,D
1948-03-20,Curcao,Costa Rica,4.0,1.0,CCCF Championship,Guatemala,H
1948-03-21,Guatemala,Panama,4.0,5.0,CCCF Championship,Guatemala,A
1948-03-21,Spain,Portugal,2.0,0.0,Friendly,Spain,H
1948-04-04,Bulgaria,Poland,1.0,1.0,Balkan Cup,Bulgaria,D
1948-04-04,France,Italy,1.0,3.0,Friendly,France,A
1948-04-04,Uruguay,Brazil,1.0,1.0,Copa Rio Branco,Uruguay,D
1948-04-10,Scotland,England,0.0,2.0,British Home Championship,Scotland,A
1948-04-11,Uruguay,Brazil,4.0,2.0,Copa Rio Branco,Uruguay,H
1948-04-18,Austria,Switzerland,3.0,1.0,Friendly,Austria,H
1948-04-18,Netherlands,Belgium,2.0,2.0,Friendly,Netherlands,D
1948-04-18,Poland,Czechia,3.0,1.0,Balkan Cup,Poland,H
1948-04-21,Hungary,Switzerland,7.0,4.0,Central European International Cup,Hungary,H
1948-04-23,Greece,Turkiye,1.0,3.0,Friendly,Greece,A
1948-04-28,Scotland,Belgium,2.0,0.0,Friendly,Scotland,H
1948-05-02,Austria,Hungary,3.0,2.0,Central European International Cup,Austria,H
1948-05-02,Romania,Albania,0.0,1.0,Balkan Cup,Romania,A
1948-05-16,Italy,England,0.0,4.0,Friendly,Italy,A
1948-05-17,Switzerland,Scotland,2.0,1.0,Friendly,Switzerland,H
1948-05-23,Albania,Hungary,0.0,0.0,Balkan Cup,Albania,D
1948-05-23,France,Scotland,3.0,0.0,Friendly,France,H
1948-05-23,Hungary,Czechia,2.0,1.0,Central European International Cup,Hungary,H
1948-05-23,Portugal,Republic of Ireland,2.0,0.0,Friendly,Portugal,H
1948-05-25,Congo DR,Zambia,2.0,3.0,Friendly,Congo DR,A
1948-05-26,Norway,Netherlands,1.0,2.0,Friendly,Norway,A
1948-05-30,Spain,Republic of Ireland,2.0,1.0,Friendly,Spain,H
1948-05-30,Turkiye,Austria,0.0,1.0,Friendly,Turkiye,A
1948-06-01,Djibouti,Ethiopia,1.0,2.0,Friendly,Djibouti,A
1948-06-06,Belgium,France,4.0,2.0,Friendly,Belgium,H
1948-06-06,Hungary,Romania,9.0,0.0,Balkan Cup,Hungary,H
1948-06-09,Jamaica,Cuba,3.0,0.0,Friendly,Jamaica,H
1948-06-09,Netherlands,Sweden,1.0,0.0,Friendly,Netherlands,H
1948-06-12,Czechia,France,0.0,4.0,Friendly,Czechia,A
1948-06-12,Denmark,Norway,1.0,2.0,Nordic Championship,Denmark,A
1948-06-12,Jamaica,Cuba,1.0,1.0,Friendly,Jamaica,D
1948-06-15,Finland,Denmark,0.0,3.0,Nordic Championship,Finland,A
1948-06-20,Romania,Bulgaria,3.0,2.0,Balkan Cup,Romania,H
1948-06-20,Switzerland,Spain,3.0,3.0,Friendly,Switzerland,D
1948-06-26,Denmark,Poland,8.0,0.0,Friendly,Denmark,H
1948-06-27,Serbia,Albania,0.0,0.0,Balkan Cup,Serbia,D
1948-07-02,Iceland,Finland,2.0,0.0,Friendly,Iceland,H
1948-07-04,Bulgaria,Serbia,1.0,3.0,Balkan Cup,Bulgaria,A
1948-07-04,Romania,Czechia,2.0,1.0,Balkan Cup,Romania,H
1948-07-11,Sweden,Austria,3.0,2.0,Friendly,Sweden,H
1948-07-17,Mauritius,Madagascar,4.0,1.0,Friendly,Mauritius,H
1948-08-02,Sweden,Austria,3.0,0.0,Friendly,England,H
1948-08-06,Norway,USA,11.0,0.0,Friendly,Norway,H
1948-08-11,Northern Ireland,USA,5.0,0.0,Friendly,Northern Ireland,H
1948-08-14,Aotearoa New Zealand,Australia,0.0,6.0,Friendly,Aotearoa New Zealand,A
1948-08-25,Poland,Serbia,0.0,1.0,Balkan Cup,Poland,A
1948-08-27,Zimbabwe,Zambia,4.0,0.0,Friendly,Zimbabwe,H
1948-08-28,Aotearoa New Zealand,Australia,0.0,7.0,Friendly,Aotearoa New Zealand,A
1948-08-29,Bulgaria,Czechia,1.0,0.0,Balkan Cup,Bulgaria,H
1948-09-04,Aotearoa New Zealand,Australia,0.0,4.0,Friendly,Aotearoa New Zealand,A
1948-09-05,Norway,Finland,2.0,0.0,Nordic Championship,Norway,H
1948-09-11,Aotearoa New Zealand,Australia,1.0,8.0,Friendly,Aotearoa New Zealand,A
1948-09-19,Finland,Sweden,2.0,2.0,Nordic Championship,Finland,D
1948-09-19,Norway,Sweden,3.0,5.0,Nordic Championship,Norway,A
1948-09-19,Poland,Hungary,2.0,6.0,Balkan Cup,Poland,A
1948-09-23,Uganda,Tanzania,6.0,0.0,Friendly,Uganda,H
1948-09-25,Uganda,Kenya,2.0,1.0,Friendly,Uganda,H
1948-09-26,Denmark,England,0.0,0.0,Friendly,Denmark,D
1948-09-26,Latvia,Lithuania,0.0,1.0,Baltic Cup,Russia,A
1948-09-26,USA,Israel,3.0,1.0,Friendly,USA,H
1948-09-27,Estonia,Lithuania,1.0,2.0,Baltic Cup,Russia,A
1948-09-27,Latvia,Estonia,1.0,1.0,Baltic Cup,Russia,D
1948-10-01,Suriname,Guyana,3.0,0.0,Friendly,France,H
1948-10-03,Hungary,Austria,2.0,1.0,Friendly,Hungary,H
1948-10-09,Northern Ireland,England,2.0,6.0,British Home Championship,Northern Ireland,A
1948-10-10,Poland,Romania,0.0,0.0,Balkan Cup,Poland,D
1948-10-10,Sweden,Denmark,1.0,0.0,Nordic Championship,Sweden,H
1948-10-10,Switzerland,Czechia,1.0,1.0,Central European International Cup,Switzerland,D
1948-10-11,Jamaica,Haiti,1.0,0.0,Friendly,Jamaica,H
1948-10-13,Jamaica,Haiti,1.0,2.0,Friendly,Jamaica,A
1948-10-16,Jamaica,Haiti,3.0,0.0,Friendly,Jamaica,H
1948-10-17,France,Belgium,3.0,3.0,Friendly,France,D
1948-10-17,Poland,Finland,1.0,0.0,Friendly,Poland,H
1948-10-23,Trinidad and Tobago,Haiti,0.0,0.0,Friendly,Trinidad and Tobago,D
1948-10-23,Wales,Scotland,1.0,3.0,British Home Championship,Wales,A
1948-10-24,Romania,Hungary,1.0,5.0,Balkan Cup,Romania,A
1948-10-27,Trinidad and Tobago,Haiti,4.0,0.0,Friendly,Trinidad and Tobago,H
1948-10-28,IR Iran,Turkiye,1.0,1.0,Friendly,IR Iran,D
1948-10-30,Trinidad and Tobago,Haiti,4.0,0.0,Friendly,Trinidad and Tobago,H
1948-10-31,Czechia,Austria,3.0,1.0,Central European International Cup,Czechia,H
1948-11-07,Bulgaria,Hungary,1.0,0.0,Balkan Cup,Bulgaria,H
1948-11-10,England,Wales,1.0,0.0,British Home Championship,England,H
1948-11-14,Austria,Sweden,2.0,1.0,Friendly,Austria,H
1948-11-17,Scotland,Northern Ireland,3.0,2.0,British Home Championship,Scotland,H
1948-11-21,Belgium,Netherlands,1.0,1.0,Friendly,Belgium,D
1948-11-28,Turkiye,Greece,2.0,1.0,Friendly,Turkiye,H
1948-12-02,England,Switzerland,6.0,0.0,Friendly,England,H
1948-12-05,Republic of Ireland,Switzerland,0.0,1.0,Friendly,Republic of Ireland,A
1948-12-24,Egypt,Norway,1.0,1.0,Friendly,Egypt,D
1949-01-02,China PR,Korea Republic,3.0,2.0,Friendly,"Hong Kong, China",H
1949-01-02,Spain,Belgium,1.0,1.0,Friendly,Spain,D
1949-01-16,Vietnam,Korea Republic,3.0,3.0,Friendly,Vietnam,D
1949-01-25,Macau,Korea Republic,1.0,5.0,Friendly,Macau,A
1949-02-27,Italy,Portugal,4.0,1.0,Friendly,Italy,H
1949-03-09,Northern Ireland,Wales,0.0,2.0,British Home Championship,Northern Ireland,A
1949-03-13,Netherlands,Belgium,3.0,3.0,Friendly,Netherlands,D
1949-03-20,Austria,Turkiye,1.0,0.0,Friendly,Austria,H
1949-03-20,Portugal,Spain,1.0,1.0,Friendly,Portugal,D
1949-03-23,Czechia,Luxembourg,2.0,2.0,Friendly,Czechia,D
1949-03-27,Spain,Italy,1.0,3.0,Friendly,Spain,A
1949-04-03,Brazil,Ecuador,9.0,1.0,Copa América,Brazil,H
1949-04-03,Switzerland,Austria,1.0,2.0,Central European International Cup,Switzerland,A
1949-04-06,Bolivia,Chile,3.0,2.0,Copa América,Brazil,H
1949-04-06,Colombia,Paraguay,0.0,3.0,Copa América,Brazil,A
1949-04-09,England,Scotland,1.0,3.0,British Home Championship,England,A
1949-04-10,Brazil,Bolivia,10.0,1.0,Copa América,Brazil,H
1949-04-10,Colombia,Peru,0.0,4.0,Copa América,Brazil,A
1949-04-10,Czechia,Hungary,5.0,2.0,Central European International Cup,Czechia,H
1949-04-10,Ecuador,Paraguay,0.0,1.0,Copa América,Brazil,A
1949-04-13,Brazil,Chile,2.0,1.0,Copa América,Brazil,H
1949-04-13,Ecuador,Uruguay,2.0,3.0,Copa América,Brazil,A
1949-04-13,Paraguay,Peru,3.0,1.0,Copa América,Brazil,H
1949-04-17,Bolivia,Uruguay,3.0,2.0,Copa América,Brazil,H
1949-04-17,Brazil,Colombia,5.0,0.0,Copa América,Brazil,H
1949-04-17,Chile,Ecuador,1.0,0.0,Copa América,Brazil,H
1949-04-20,Chile,Colombia,1.0,1.0,Copa América,Brazil,D
1949-04-20,Ecuador,Peru,0.0,4.0,Copa América,Brazil,A
1949-04-20,Haiti,Trinidad and Tobago,2.0,2.0,Friendly,Haiti,D
1949-04-20,Paraguay,Uruguay,1.0,2.0,Copa América,Brazil,A
1949-04-23,Haiti,Trinidad and Tobago,2.0,3.0,Friendly,Haiti,A
1949-04-23,Netherlands,France,4.0,1.0,Friendly,Netherlands,H
1949-04-24,Brazil,Peru,7.0,1.0,Copa América,Brazil,H
1949-04-24,Republic of Ireland,Belgium,0.0,2.0,Friendly,Republic of Ireland,A
1949-04-25,Bolivia,Ecuador,2.0,0.0,Copa América,Brazil,H
1949-04-25,Haiti,Trinidad and Tobago,5.0,0.0,Friendly,Haiti,H
1949-04-25,Uruguay,Colombia,2.0,2.0,Copa América,Brazil,D
1949-04-27,Bolivia,Peru,0.0,3.0,Copa América,Brazil,A
1949-04-27,Chile,Paraguay,2.0,4.0,Copa América,Brazil,A
1949-04-27,Scotland,France,2.0,0.0,Friendly,Scotland,H
1949-04-30,Bolivia,Paraguay,0.0,7.0,Copa América,Brazil,A
1949-04-30,Brazil,Uruguay,5.0,1.0,Copa América,Brazil,H
1949-04-30,Chile,Peru,0.0,3.0,Copa América,Brazil,A
1949-05-01,Ethiopia,Djibouti,6.0,0.0,Friendly,Ethiopia,H
1949-05-02,Jamaica,Trinidad and Tobago,3.0,1.0,Friendly,Jamaica,H
1949-05-03,Colombia,Ecuador,1.0,4.0,Copa América,Brazil,A
1949-05-04,Jamaica,Trinidad and Tobago,2.0,1.0,Friendly,Jamaica,H
1949-05-04,Peru,Uruguay,4.0,3.0,Copa América,Brazil,H
1949-05-06,Bolivia,Colombia,4.0,0.0,Copa América,Brazil,H
1949-05-07,Jamaica,Trinidad and Tobago,1.0,2.0,Friendly,Jamaica,A
1949-05-08,Brazil,Paraguay,1.0,2.0,Copa América,Brazil,A
1949-05-08,Chile,Uruguay,3.0,1.0,Copa América,Brazil,H
1949-05-08,Hungary,Austria,6.0,1.0,Central European International Cup,Hungary,H
1949-05-08,Romania,Poland,2.0,1.0,Friendly,Romania,H
1949-05-09,Puerto Rico,Trinidad and Tobago,2.0,8.0,Friendly,Puerto Rico,A
1949-05-11,Brazil,Paraguay,7.0,0.0,Copa América,Brazil,H
1949-05-11,Puerto Rico,Trinidad and Tobago,0.0,7.0,Friendly,Puerto Rico,A
1949-05-12,Egypt,Turkiye,2.0,3.0,Friendly,Greece,A
1949-05-12,Suriname,Cuba,0.0,1.0,Friendly,Suriname,A
1949-05-13,Sweden,England,3.0,1.0,Friendly,Sweden,H
1949-05-14,Cuba,Dominican Republic,0.0,1.0,Friendly,Suriname,A
1949-05-15,Greece,Turkiye,1.0,2.0,Friendly,Greece,A
1949-05-15,Portugal,Wales,3.0,2.0,Friendly,Portugal,H
1949-05-18,Greece,Egypt,1.0,3.0,Friendly,Greece,A
1949-05-18,Norway,England,1.0,4.0,Friendly,Norway,A
1949-05-22,Belgium,Wales,3.0,1.0,Friendly,Belgium,H
1949-05-22,Czechia,Romania,3.0,2.0,Friendly,Czechia,H
1949-05-22,France,England,1.0,3.0,Friendly,France,A
1949-05-22,Republic of Ireland,Portugal,1.0,0.0,Friendly,Republic of Ireland,H
1949-05-22,Italy,Austria,3.0,1.0,Central European International Cup,Italy,H
1949-05-26,Switzerland,Wales,4.0,0.0,Friendly,Switzerland,H
1949-06-02,Sweden,Republic of Ireland,3.0,1.0,FIFA World Cup qualification,Sweden,H
1949-06-04,France,Switzerland,4.0,2.0,Friendly,France,H
1949-06-12,Denmark,Netherlands,1.0,2.0,Friendly,Denmark,A
1949-06-12,Hungary,Italy,1.0,1.0,Central European International Cup,Hungary,D
1949-06-12,Republic of Ireland,Spain,1.0,4.0,Friendly,Republic of Ireland,A
1949-06-16,Finland,Netherlands,1.0,4.0,Friendly,Finland,A
1949-06-16,Madagascar,Mauritius,1.0,3.0,Friendly,France,A
1949-06-19,France,Spain,1.0,5.0,Friendly,France,A
1949-06-19,Norway,Serbia,1.0,3.0,Friendly,Norway,A
1949-06-19,Poland,Denmark,1.0,2.0,Friendly,Poland,A
1949-06-19,Sweden,Hungary,2.0,2.0,Friendly,Sweden,D
1949-06-19,USA,Scotland,0.0,4.0,Friendly,USA,A
1949-06-26,Switzerland,Luxembourg,5.0,2.0,FIFA World Cup qualification,Switzerland,H
1949-07-08,Finland,Norway,1.0,1.0,Nordic Championship,Finland,D
1949-07-10,Hungary,Poland,8.0,2.0,Friendly,Hungary,H
1949-07-30,Curcao,Aruba,3.0,0.0,Friendly,Curcao,H
1949-07-30,Israel,Cyprus,3.0,1.0,Friendly,Israel,H
1949-08-03,El Salvador,Panama,3.0,1.0,Friendly,El Salvador,H
1949-08-04,El Salvador,Panama,2.0,3.0,Friendly,El Salvador,A
1949-08-07,Denmark,Iceland,5.0,1.0,Friendly,Denmark,H
1949-08-21,Serbia,Israel,6.0,0.0,FIFA World Cup qualification,Serbia,H
1949-09-04,Czechia,Bulgaria,1.0,3.0,Friendly,Czechia,A
1949-09-04,Mexico,USA,6.0,0.0,NAFC Championship,Mexico,H
1949-09-08,Republic of Ireland,Finland,3.0,0.0,FIFA World Cup qualification,Republic of Ireland,H
1949-09-11,Denmark,Finland,0.0,2.0,Nordic Championship,Denmark,A
1949-09-11,Mexico,Cuba,2.0,0.0,NAFC Championship,Mexico,H
1949-09-11,Norway,Denmark,0.0,2.0,Nordic Championship,Norway,A
1949-09-14,Cuba,USA,1.0,1.0,NAFC Championship,Mexico,D
1949-09-18,Israel,Serbia,2.0,5.0,FIFA World Cup qualification,Israel,A
1949-09-18,Luxembourg,Switzerland,2.0,3.0,FIFA World Cup qualification,Luxembourg,A
1949-09-18,Mexico,USA,6.0,2.0,FIFA World Cup qualification,Mexico,H
1949-09-21,England,Republic of Ireland,0.0,2.0,Friendly,England,A
1949-09-21,USA,Cuba,5.0,2.0,FIFA World Cup qualification,Mexico,H
1949-09-25,Austria,Czechia,3.0,1.0,Central European International Cup,Austria,H
1949-09-25,Mexico,Cuba,3.0,0.0,FIFA World Cup qualification,Mexico,H
1949-10-01,Northern Ireland,Scotland,2.0,8.0,FIFA World Cup qualification,Northern Ireland,A
1949-10-02,Belgium,Switzerland,3.0,0.0,Friendly,Belgium,H
1949-10-02,Poland,Bulgaria,3.0,2.0,Friendly,Poland,H
1949-10-02,Sweden,Finland,8.0,1.0,Nordic Championship,Sweden,H
1949-10-02,Sweden,Norway,3.0,3.0,Nordic Championship,Sweden,D
1949-10-08,Sierra Leone,Nigeria,0.0,2.0,Friendly,Sierra Leone,A
1949-10-09,Finland,Republic of Ireland,1.0,1.0,FIFA World Cup qualification,Finland,D
1949-10-09,Serbia,France,1.0,1.0,FIFA World Cup qualification,Serbia,D
1949-10-15,Wales,England,1.0,4.0,FIFA World Cup qualification,Wales,A
1949-10-16,Austria,Hungary,3.0,4.0,Friendly,Austria,A
1949-10-23,Denmark,Sweden,3.0,2.0,Nordic Championship,Denmark,H
1949-10-23,Lithuania,Estonia,2.0,1.0,Baltic Cup,Russia,H
1949-10-23,Romania,Albania,1.0,1.0,Friendly,Romania,D
1949-10-24,Latvia,Estonia,2.0,1.0,Baltic Cup,Russia,H
1949-10-25,Lithuania,Latvia,1.0,0.0,Baltic Cup,Russia,H
1949-10-30,Czechia,Poland,2.0,0.0,Friendly,Czechia,H
1949-10-30,France,Serbia,1.0,1.0,FIFA World Cup qualification,France,D
1949-10-30,Hungary,Bulgaria,5.0,0.0,Friendly,Hungary,H
1949-11-06,Netherlands,Belgium,0.0,1.0,Friendly,Netherlands,A
1949-11-06,Poland,Albania,2.0,1.0,Friendly,Poland,H
1949-11-09,Scotland,Wales,2.0,0.0,FIFA World Cup qualification,Scotland,H
1949-11-13,France,Czechia,1.0,0.0,Friendly,France,H
