date,home_team,away_team,home_score,away_score,tournament,country,result
1940-08-15,Argentina,Uruguay,5.0,0.0,Friendly,Argentina,H
1940-08-29,Finland,Sweden,2.0,3.0,Friendly,Finland,A
1940-09-01,Germany,Finland,13.0,0.0,Friendly,Germany,H
1940-09-06,Latvia,Lithuania,1.0,0.0,Baltic Cup,Russia,H
1940-09-07,Estonia,Lithuania,1.0,1.0,Baltic Cup,Russia,D
1940-09-08,Latvia,Estonia,2.0,2.0,Baltic Cup,Russia,D
1940-09-15,Slovakia,Germany,0.0,1.0,Friendly,Slovakia,A
1940-09-22,Sweden,Finland,5.0,0.0,Friendly,Sweden,H
1940-09-22,Serbia,Romania,1.0,2.0,Friendly,Serbia,A
1940-09-29,Hungary,Serbia,0.0,0.0,Friendly,Hungary,D
1940-10-06,Hungary,Germany,2.0,2.0,Friendly,Hungary,D
1940-10-06,Sweden,Denmark,1.0,1.0,Friendly,Sweden,D
1940-10-13,Lithuania,Latvia,4.0,3.0,Friendly,Russia,H
1940-10-20,Denmark,Sweden,3.0,3.0,Friendly,Denmark,D
1940-10-20,Germany,Bulgaria,7.0,3.0,Friendly,Germany,H
1940-11-03,Serbia,Germany,2.0,0.0,Friendly,Serbia,H
1940-11-12,Cuba,Puerto Rico,1.0,1.0,Friendly,Cuba,D
1940-11-17,Germany,Denmark,1.0,0.0,Friendly,Germany,H
1940-12-01,Italy,Hungary,1.0,1.0,Friendly,Italy,D
1940-12-08,Croatia,Hungary,1.0,1.0,Friendly,Croatia,D
1941-01-05,Chile,Argentina,1.0,2.0,Friendly,Chile,A
1941-01-09,Chile,Argentina,2.0,5.0,Friendly,Chile,A
1941-01-12,Portugal,Spain,2.0,2.0,Friendly,Portugal,D
1941-01-18,Curcao,Aruba,4.0,0.0,Friendly,Curcao,H
1941-01-19,Curcao,Aruba,2.0,1.0,Friendly,Curcao,H
1941-01-19,Peru,Argentina,1.0,1.0,Friendly,Peru,D
1941-01-26,Peru,Argentina,1.0,1.0,Friendly,Peru,D
1941-01-29,Peru,Argentina,0.0,3.0,Friendly,Peru,A
1941-02-02,Chile,Ecuador,5.0,0.0,Copa América,Chile,H
1941-02-09,Chile,Peru,1.0,0.0,Copa América,Chile,H
1941-02-09,Ecuador,Uruguay,0.0,6.0,Copa América,Chile,A
1941-02-12,Argentina,Peru,2.0,1.0,Copa América,Chile,H
1941-02-16,Argentina,Ecuador,6.0,1.0,Copa América,Chile,H
1941-02-16,Chile,Uruguay,0.0,2.0,Copa América,Chile,A
1941-02-22,Uganda,Kenya,3.0,4.0,Friendly,Uganda,A
1941-02-23,Argentina,Uruguay,1.0,0.0,Copa América,Chile,H
1941-02-23,Ecuador,Peru,0.0,4.0,Copa América,Chile,A
1941-02-26,Peru,Uruguay,0.0,2.0,Copa América,Chile,A
1941-03-04,Chile,Argentina,0.0,1.0,Copa América,Chile,A
1941-03-09,Germany,Switzerland,4.0,2.0,Friendly,Germany,H
1941-03-16,Spain,Portugal,5.0,1.0,Friendly,Spain,H
1941-03-23,Serbia,Hungary,1.0,1.0,Friendly,Serbia,D
1941-04-06,Germany,Hungary,7.0,0.0,Friendly,Germany,H
1941-04-13,Aruba,Curcao,0.0,0.0,Friendly,Aruba,D
1941-04-14,Aruba,Curcao,2.0,2.0,Friendly,Aruba,D
1941-04-20,Switzerland,Germany,2.0,1.0,Friendly,Switzerland,H
1941-05-08,Curcao,Panama,3.0,3.0,CCCF Championship,Costa Rica,D
1941-05-10,Costa Rica,Nicaragua,7.0,2.0,CCCF Championship,Costa Rica,H
1941-05-11,Costa Rica,Panama,7.0,0.0,CCCF Championship,Costa Rica,H
1941-05-11,Curcao,El Salvador,2.0,2.0,CCCF Championship,Costa Rica,D
1941-05-13,Costa Rica,Curcao,6.0,2.0,CCCF Championship,Costa Rica,H
1941-05-13,El Salvador,Nicaragua,8.0,0.0,CCCF Championship,Costa Rica,H
1941-05-15,Curcao,Nicaragua,9.0,1.0,CCCF Championship,Costa Rica,H
1941-05-15,El Salvador,Panama,4.0,3.0,CCCF Championship,Costa Rica,H
1941-05-18,Costa Rica,El Salvador,3.0,1.0,CCCF Championship,Costa Rica,H
1941-05-18,Nicaragua,Panama,2.0,5.0,CCCF Championship,Costa Rica,A
1941-06-01,Romania,Germany,1.0,4.0,Friendly,Romania,A
1941-06-15,Germany,Croatia,5.0,1.0,Friendly,Germany,H
1941-08-10,Afghanistan,India,1.0,3.0,Friendly,Afghanistan,A
1941-08-23,India,IR Iran,0.0,1.0,Friendly,Afghanistan,A
1941-09-14,Sweden,Denmark,2.0,2.0,Friendly,Sweden,D
1941-09-28,Croatia,Slovakia,5.0,2.0,Friendly,Croatia,H
1941-10-05,Finland,Germany,0.0,6.0,Friendly,Finland,A
1941-10-05,Sweden,Germany,4.0,2.0,Friendly,Sweden,H
1941-10-12,Romania,Slovakia,3.0,2.0,Friendly,Romania,H
1941-10-19,Denmark,Sweden,2.0,1.0,Friendly,Denmark,H
1941-11-16,Germany,Denmark,1.0,1.0,Friendly,Germany,D
1941-11-16,Switzerland,Hungary,1.0,2.0,Friendly,Switzerland,A
1941-12-07,Germany,Slovakia,4.0,0.0,Friendly,Germany,H
1941-12-28,Spain,Switzerland,3.0,2.0,Friendly,Spain,H
1942-01-01,Portugal,Switzerland,3.0,0.0,Friendly,Portugal,H
1942-01-10,Uruguay,Chile,6.0,1.0,Copa América,Uruguay,H
1942-01-11,Argentina,Paraguay,4.0,3.0,Copa América,Uruguay,H
1942-01-14,Brazil,Chile,6.0,1.0,Copa América,Uruguay,H
1942-01-17,Argentina,Brazil,2.0,1.0,Copa América,Uruguay,H
1942-01-18,Paraguay,Peru,1.0,1.0,Copa América,Uruguay,D
1942-01-18,Uruguay,Ecuador,7.0,0.0,Copa América,Uruguay,H
1942-01-18,Croatia,Germany,0.0,2.0,Friendly,Croatia,A
1942-01-21,Brazil,Peru,2.0,1.0,Copa América,Uruguay,H
1942-01-22,Argentina,Ecuador,12.0,0.0,Copa América,Uruguay,H
1942-01-22,Chile,Paraguay,0.0,2.0,Copa América,Uruguay,A
1942-01-24,Uruguay,Brazil,1.0,0.0,Copa América,Uruguay,H
1942-01-25,Argentina,Peru,3.0,1.0,Copa América,Uruguay,H
1942-01-25,Ecuador,Paraguay,1.0,3.0,Copa América,Uruguay,A
1942-01-26,Cuba,Puerto Rico,1.0,0.0,Friendly,Cuba,H
1942-01-28,Ecuador,Peru,1.0,2.0,Copa América,Uruguay,A
1942-01-28,Uruguay,Paraguay,3.0,1.0,Copa América,Uruguay,H
1942-01-29,Cuba,Puerto Rico,1.0,0.0,Friendly,Cuba,H
1942-01-31,Argentina,Chile,0.0,0.0,Copa América,Uruguay,D
1942-01-31,Brazil,Ecuador,5.0,1.0,Copa América,Uruguay,H
1942-02-01,Germany,Switzerland,1.0,2.0,Friendly,Germany,A
1942-02-01,Uruguay,Peru,3.0,0.0,Copa América,Uruguay,H
1942-02-05,Brazil,Paraguay,1.0,1.0,Copa América,Uruguay,D
1942-02-05,Chile,Ecuador,2.0,1.0,Copa América,Uruguay,H
1942-02-07,Chile,Peru,0.0,0.0,Copa América,Uruguay,D
1942-02-07,Uruguay,Argentina,1.0,0.0,Copa América,Uruguay,H
1942-03-08,France,Switzerland,0.0,2.0,Friendly,France,A
1942-03-15,Spain,France,4.0,0.0,Friendly,Spain,H
1942-04-05,Italy,Croatia,4.0,0.0,Friendly,Italy,H
1942-04-11,Barbados,Trinidad and Tobago,3.0,3.0,Friendly,Barbados,D
1942-04-12,Germany,Spain,1.0,1.0,Friendly,Germany,D
1942-04-19,Italy,Spain,4.0,0.0,Friendly,Italy,H
1942-05-03,Hungary,Germany,3.0,5.0,Friendly,Hungary,A
1942-05-25,Argentina,Uruguay,4.0,1.0,Copa Newton,Argentina,H
1942-05-25,Curcao,Aruba,2.0,2.0,Friendly,Curcao,D
1942-06-07,Slovakia,Croatia,1.0,2.0,Friendly,Slovakia,A
1942-06-14,Hungary,Croatia,1.0,1.0,Friendly,Hungary,D
1942-06-28,Denmark,Sweden,0.0,3.0,Friendly,Denmark,A
1942-07-07,Kenya,Uganda,4.0,3.0,Friendly,Kenya,H
1942-07-19,Bulgaria,Germany,0.0,3.0,Friendly,Bulgaria,A
1942-08-03,Latvia,Estonia,4.0,0.0,Friendly,Russia,H
1942-08-08,China PR,Japan,1.0,6.0,Friendly,China PR,A
1942-08-10,Japan,Mongolia,12.0,0.0,Friendly,China PR,H
1942-08-16,Germany,Romania,7.0,0.0,Friendly,Germany,H
1942-08-18,Estonia,Latvia,1.0,8.0,Friendly,Russia,A
1942-08-23,Slovakia,Romania,1.0,0.0,Friendly,Slovakia,H
1942-08-25,Uruguay,Argentina,1.0,1.0,Copa Lipton,Uruguay,D
1942-09-06,Croatia,Slovakia,6.0,1.0,Friendly,Croatia,H
1942-09-20,Germany,Sweden,2.0,3.0,Friendly,Germany,A
1942-10-04,Sweden,Denmark,2.0,1.0,Friendly,Sweden,H
1942-10-11,Romania,Croatia,2.0,2.0,Friendly,Romania,D
1942-10-18,Switzerland,Germany,3.0,5.0,Friendly,Switzerland,A
1942-11-01,Germany,Croatia,5.0,1.0,Friendly,Germany,H
1942-11-01,Hungary,Switzerland,3.0,0.0,Friendly,Hungary,H
1942-11-15,Switzerland,Sweden,3.0,1.0,Friendly,Switzerland,H
1942-11-22,Slovakia,Germany,2.0,5.0,Friendly,Slovakia,A
1943-03-19,Uganda,Kenya,2.0,1.0,Friendly,Uganda,H
1943-03-28,Argentina,Uruguay,3.0,3.0,Friendly,Argentina,D
1943-04-04,Switzerland,Croatia,1.0,0.0,Friendly,Switzerland,H
1943-04-04,Uruguay,Argentina,0.0,1.0,Friendly,Uruguay,A
1943-04-10,Croatia,Slovakia,1.0,0.0,Friendly,Croatia,H
1943-05-16,Switzerland,Hungary,1.0,3.0,Friendly,Switzerland,A
1943-06-06,Bulgaria,Hungary,2.0,4.0,Friendly,Bulgaria,A
1943-06-13,Romania,Slovakia,2.0,2.0,Friendly,Romania,D
1943-06-14,Sweden,Switzerland,1.0,0.0,Friendly,Sweden,H
1943-06-20,Denmark,Sweden,3.0,2.0,Friendly,Denmark,H
1943-07-10,Paraguay,Argentina,2.0,5.0,Copa Chevallier Boutell,Paraguay,A
1943-07-11,Paraguay,Argentina,2.0,1.0,Copa Chevallier Boutell,Paraguay,H
1943-09-12,Sweden,Hungary,2.0,3.0,Friendly,Sweden,A
1943-09-15,Finland,Hungary,0.0,3.0,Friendly,Finland,A
1943-09-25,Curcao,Aruba,3.0,3.0,Friendly,Curcao,D
1943-09-26,Curcao,Aruba,2.0,2.0,Friendly,Curcao,D
1943-10-03,Finland,Sweden,1.0,1.0,Friendly,Finland,D
1943-11-07,Hungary,Sweden,2.0,7.0,Friendly,Hungary,A
1943-11-14,Guyana,Suriname,2.0,0.0,Friendly,Guyana,H
1943-11-21,Guyana,Suriname,0.0,1.0,Friendly,Guyana,A
1943-11-22,Guyana,Suriname,0.0,4.0,Friendly,Guyana,A
1943-12-05,Costa Rica,Nicaragua,7.0,0.0,CCCF Championship,El Salvador,H
1943-12-05,El Salvador,Guatemala,2.0,2.0,CCCF Championship,El Salvador,D
1943-12-07,Costa Rica,Guatemala,2.0,3.0,CCCF Championship,El Salvador,A
1943-12-07,El Salvador,Nicaragua,8.0,1.0,CCCF Championship,El Salvador,H
1943-12-09,El Salvador,Costa Rica,4.0,2.0,CCCF Championship,El Salvador,H
1943-12-09,Guatemala,Nicaragua,6.0,2.0,CCCF Championship,El Salvador,H
1943-12-11,Aruba,Curcao,1.0,2.0,Friendly,Aruba,A
1943-12-12,Aruba,Curcao,1.0,1.0,Friendly,Aruba,D
1943-12-12,El Salvador,Guatemala,2.0,1.0,CCCF Championship,El Salvador,H
1943-12-12,Nicaragua,Costa Rica,2.0,3.0,CCCF Championship,El Salvador,A
1943-12-16,El Salvador,Nicaragua,10.0,1.0,CCCF Championship,El Salvador,H
1943-12-16,Guatemala,Costa Rica,4.0,2.0,CCCF Championship,El Salvador,H
1943-12-19,El Salvador,Costa Rica,2.0,4.0,CCCF Championship,El Salvador,A
1943-12-19,Nicaragua,Guatemala,1.0,5.0,CCCF Championship,El Salvador,A
1944-02-17,Trinidad and Tobago,Barbados,5.0,0.0,Friendly,Trinidad and Tobago,H
1944-04-01,Aruba,Venezuela,1.0,3.0,Friendly,Curcao,A
1944-04-02,Curcao,Haiti,5.0,0.0,Friendly,Curcao,H
1944-04-05,Haiti,Venezuela,0.0,2.0,Friendly,Curcao,A
1944-04-08,Aruba,Haiti,1.0,1.0,Friendly,Curcao,D
1944-04-09,Croatia,Slovakia,7.0,3.0,Friendly,Croatia,H
1944-04-09,Curcao,Venezuela,3.0,3.0,Friendly,Curcao,D
1944-04-10,Curcao,Aruba,3.0,1.0,Friendly,Curcao,H
1944-05-14,Brazil,Uruguay,6.0,1.0,Friendly,Brazil,H
1944-05-17,Brazil,Uruguay,4.0,0.0,Friendly,Brazil,H
1944-07-29,Curcao,Aruba,2.0,4.0,Friendly,Curcao,A
1944-07-30,Curcao,Aruba,2.0,3.0,Friendly,Curcao,A
1944-08-25,Suriname,Curcao,1.0,2.0,Friendly,Suriname,A
1944-08-27,Suriname,Aruba,5.0,0.0,Friendly,Suriname,H
1944-08-29,Aruba,Curcao,1.0,2.0,Friendly,Suriname,A
1944-08-31,Suriname,Curcao,0.0,2.0,Friendly,Suriname,A
1944-09-02,Aruba,Curcao,1.0,5.0,Friendly,Suriname,A
1944-09-05,Suriname,Aruba,2.0,3.0,Friendly,Suriname,A
1944-10-04,Trinidad and Tobago,Guyana,1.0,1.0,Friendly,Trinidad and Tobago,D
1944-10-04,Barbados,Trinidad and Tobago,1.0,1.0,Friendly,Barbados,D
1944-10-05,Trinidad and Tobago,Barbados,3.0,0.0,Friendly,Trinidad and Tobago,H
1944-10-07,Barbados,Guyana,0.0,3.0,Friendly,Trinidad and Tobago,A
1944-10-08,Barbados,Trinidad and Tobago,1.0,1.0,Friendly,Barbados,D
1944-10-09,Trinidad and Tobago,Barbados,6.0,1.0,Friendly,Trinidad and Tobago,H
1944-10-11,Barbados,Guyana,0.0,1.0,Friendly,Trinidad and Tobago,A
1944-10-13,Trinidad and Tobago,Guyana,3.0,0.0,Friendly,Trinidad and Tobago,H
1944-10-14,Barbados,Trinidad and Tobago,1.0,4.0,Friendly,Barbados,A
1944-10-16,Trinidad and Tobago,Guyana,3.0,0.0,Friendly,Trinidad and Tobago,H
1944-11-07,Kenya,Uganda,2.0,1.0,Friendly,Kenya,H
1944-12-24,France,Belgium,3.0,1.0,Friendly,France,H
1945-01-06,Argentina,Paraguay,5.0,2.0,Copa Chevallier Boutell,Argentina,H
1945-01-09,Argentina,Paraguay,5.0,3.0,Copa Chevallier Boutell,Argentina,H
1945-01-14,Chile,Ecuador,6.0,3.0,Copa América,Chile,H
1945-01-18,Argentina,Bolivia,4.0,0.0,Copa América,Chile,H
1945-01-21,Brazil,Colombia,3.0,0.0,Copa América,Chile,H
1945-01-24,Chile,Bolivia,5.0,0.0,Copa América,Chile,H
1945-01-24,Ecuador,Uruguay,1.0,5.0,Copa América,Chile,A
1945-01-28,Bolivia,Brazil,0.0,2.0,Copa América,Chile,A
1945-01-28,Colombia,Uruguay,0.0,7.0,Copa América,Chile,A
1945-01-31,Argentina,Ecuador,4.0,2.0,Copa América,Chile,H
1945-01-31,Chile,Colombia,2.0,0.0,Copa América,Chile,H
1945-02-07,Argentina,Colombia,9.0,1.0,Copa América,Chile,H
1945-02-07,Brazil,Uruguay,3.0,0.0,Copa América,Chile,H
1945-02-11,Bolivia,Ecuador,0.0,0.0,Copa América,Chile,D
1945-02-11,Chile,Argentina,1.0,1.0,Copa América,Chile,D
1945-02-15,Argentina,Brazil,3.0,1.0,Copa América,Chile,H
1945-02-15,Bolivia,Uruguay,0.0,2.0,Copa América,Chile,A
1945-02-18,Chile,Uruguay,1.0,0.0,Copa América,Chile,H
1945-02-18,Colombia,Ecuador,3.0,1.0,Copa América,Chile,H
1945-02-21,Bolivia,Colombia,3.0,3.0,Copa América,Chile,D
1945-02-21,Brazil,Ecuador,9.0,2.0,Copa América,Chile,H
1945-02-25,Argentina,Uruguay,1.0,0.0,Copa América,Chile,H
1945-02-28,Chile,Brazil,0.0,1.0,Copa América,Chile,A
1945-03-11,Portugal,Spain,2.0,2.0,Friendly,Portugal,D
1945-04-08,Switzerland,France,1.0,0.0,Friendly,Switzerland,H
1945-04-14,Uganda,Kenya,4.0,1.0,Friendly,Uganda,H
1945-05-06,Spain,Portugal,4.0,2.0,Friendly,Spain,H
1945-05-13,Luxembourg,Belgium,4.0,1.0,Friendly,Luxembourg,H
1945-05-21,Switzerland,Portugal,1.0,0.0,Friendly,Switzerland,H
1945-05-26,England,France,2.0,2.0,Friendly,England,D
1945-06-24,Sweden,Denmark,2.0,1.0,Friendly,Sweden,H
1945-06-30,Latvia,Lithuania,3.0,7.0,Friendly,Russia,A
1945-07-01,Denmark,Sweden,3.0,4.0,Friendly,Denmark,A
1945-07-07,Paraguay,Argentina,5.0,1.0,Copa Chevallier Boutell,Paraguay,H
1945-07-09,Paraguay,Argentina,1.0,3.0,Copa Chevallier Boutell,Paraguay,A
1945-07-18,Uruguay,Argentina,2.0,2.0,Copa Lipton,Uruguay,D
1945-07-21,Switzerland,England,3.0,1.0,Friendly,Switzerland,H
1945-08-15,Argentina,Uruguay,6.0,2.0,Copa Newton,Argentina,H
1945-08-19,Hungary,Austria,2.0,0.0,Friendly,Hungary,H
1945-08-20,Hungary,Austria,5.0,2.0,Friendly,Hungary,H
1945-08-20,Uganda,Tanzania,7.0,0.0,Friendly,Uganda,H
1945-08-26,Denmark,Norway,4.0,2.0,Friendly,Denmark,H
1945-08-26,Suriname,Guyana,3.0,1.0,Friendly,Suriname,H
1945-08-26,Sweden,Finland,7.0,2.0,Friendly,Sweden,H
1945-08-31,Suriname,Guyana,4.0,1.0,Friendly,Suriname,H
1945-09-02,Suriname,Guyana,6.0,0.0,Friendly,Suriname,H
1945-09-05,Lithuania,Estonia,2.0,3.0,Friendly,Russia,A
1945-09-09,Norway,Denmark,1.0,5.0,Friendly,Norway,A
1945-09-15,Northern Ireland,England,0.0,1.0,Friendly,Northern Ireland,A
1945-09-17,Estonia,Lithuania,1.0,2.0,Friendly,Russia,A
1945-09-30,Finland,Sweden,1.0,6.0,Friendly,Finland,A
1945-09-30,Hungary,Romania,7.0,2.0,Friendly,Hungary,H
1945-09-30,Sweden,Denmark,4.0,1.0,Friendly,Sweden,H
1945-10-20,England,Wales,0.0,1.0,Friendly,England,A
1945-10-21,Sweden,Norway,10.0,0.0,Friendly,Sweden,H
1945-11-11,Switzerland,Italy,4.0,4.0,Friendly,Switzerland,D
1945-11-25,Switzerland,Sweden,3.0,0.0,Friendly,Switzerland,H
1945-12-06,Austria,France,4.0,1.0,Friendly,Austria,H
1945-12-08,Aruba,Curcao,2.0,1.0,Friendly,Aruba,H
1945-12-09,Aruba,Curcao,2.0,1.0,Friendly,Aruba,H
1945-12-15,Belgium,France,2.0,1.0,Friendly,Belgium,H
1945-12-16,Brazil,Argentina,3.0,4.0,Copa Roca,Brazil,A
1945-12-20,Brazil,Argentina,6.0,2.0,Copa Roca,Brazil,H
1945-12-23,Brazil,Argentina,3.0,1.0,Copa Roca,Brazil,H
1946-01-05,Uruguay,Brazil,4.0,3.0,Copa Rio Branco,Uruguay,H
1946-01-12,Argentina,Paraguay,2.0,0.0,Copa América,Argentina,H
1946-01-16,Bolivia,Brazil,0.0,3.0,Copa América,Argentina,A
1946-01-16,Chile,Uruguay,0.0,1.0,Copa América,Argentina,A
1946-01-19,Argentina,Bolivia,7.0,1.0,Copa América,Argentina,H
1946-01-19,Chile,Paraguay,2.0,1.0,Copa América,Argentina,H
1946-01-19,England,Belgium,2.0,0.0,Friendly,England,H
1946-01-23,Brazil,Uruguay,4.0,3.0,Copa América,Argentina,H
1946-01-23,Scotland,Belgium,2.0,2.0,Friendly,Scotland,D
1946-01-26,Argentina,Chile,3.0,1.0,Copa América,Argentina,H
1946-01-26,Bolivia,Paraguay,2.0,4.0,Copa América,Argentina,A
1946-01-29,Bolivia,Uruguay,0.0,5.0,Copa América,Argentina,A
1946-01-29,Brazil,Paraguay,1.0,1.0,Copa América,Argentina,D
1946-02-02,Argentina,Uruguay,3.0,1.0,Copa América,Argentina,H
1946-02-03,Brazil,Chile,5.0,1.0,Copa América,Argentina,H
1946-02-08,Bolivia,Chile,1.0,4.0,Copa América,Argentina,A
1946-02-08,Paraguay,Uruguay,2.0,1.0,Copa América,Argentina,H
1946-02-10,Argentina,Brazil,2.0,0.0,Copa América,Argentina,H
1946-02-23,Belgium,Luxembourg,7.0,0.0,Friendly,Belgium,H
1946-02-23,El Salvador,Guatemala,1.0,3.0,CCCF Championship,Costa Rica,A
1946-02-23,Panama,Honduras,1.0,0.0,CCCF Championship,Costa Rica,H
1946-02-24,Costa Rica,Nicaragua,7.0,1.0,CCCF Championship,Costa Rica,H
1946-02-26,Costa Rica,Panama,7.0,0.0,CCCF Championship,Costa Rica,H
1946-02-28,El Salvador,Nicaragua,7.0,2.0,CCCF Championship,Costa Rica,H
1946-02-28,Honduras,Guatemala,5.0,3.0,CCCF Championship,Costa Rica,H
1946-03-07,Costa Rica,Honduras,5.0,1.0,CCCF Championship,Costa Rica,H
1946-03-07,El Salvador,Panama,4.0,1.0,CCCF Championship,Costa Rica,H
1946-03-07,Guatemala,Nicaragua,7.0,0.0,CCCF Championship,Costa Rica,H
1946-03-10,Costa Rica,Guatemala,1.0,4.0,CCCF Championship,Costa Rica,A
1946-03-10,El Salvador,Honduras,3.0,1.0,CCCF Championship,Costa Rica,H
1946-03-10,Luxembourg,Netherlands,2.0,6.0,Friendly,Luxembourg,A
1946-03-10,Panama,Nicaragua,0.0,2.0,CCCF Championship,Costa Rica,A
1946-03-13,Costa Rica,El Salvador,4.0,0.0,CCCF Championship,Costa Rica,H
1946-03-13,Honduras,Nicaragua,10.0,0.0,CCCF Championship,Costa Rica,H
1946-03-13,Panama,Guatemala,3.0,3.0,CCCF Championship,Costa Rica,D
1946-04-07,France,Czechia,3.0,0.0,Friendly,France,H
1946-04-13,Scotland,England,1.0,0.0,Friendly,Scotland,H
1946-04-14,Austria,Hungary,3.0,2.0,Friendly,Austria,H
1946-04-14,Portugal,France,2.0,1.0,Friendly,Portugal,H
1946-04-24,England,Scotland,2.0,2.0,Friendly,England,D
1946-05-05,France,Austria,3.0,1.0,Friendly,France,H
1946-05-09,Czechia,Serbia,0.0,2.0,Friendly,Czechia,A
1946-05-11,England,Switzerland,4.0,1.0,Friendly,England,H
1946-05-12,Netherlands,Belgium,6.0,3.0,Friendly,Netherlands,H
1946-05-15,Scotland,Switzerland,3.0,1.0,Friendly,Scotland,H
1946-05-19,France,England,2.0,1.0,Friendly,France,H
1946-05-26,Curcao,Aruba,2.0,1.0,Friendly,Curcao,H
1946-05-30,Belgium,Netherlands,2.0,2.0,Friendly,Belgium,D
1946-06-06,Aruba,Suriname,8.0,1.0,Friendly,Curcao,H
1946-06-10,Curcao,Suriname,6.0,0.0,Friendly,Curcao,H
1946-06-16,Norway,Denmark,2.0,1.0,Friendly,Norway,H
1946-06-16,Portugal,Republic of Ireland,3.0,1.0,Friendly,Portugal,H
1946-06-16,Zimbabwe,Zambia,0.0,4.0,Friendly,Zimbabwe,A
1946-06-23,Denmark,Sweden,3.0,1.0,Friendly,Denmark,H
1946-06-23,Spain,Republic of Ireland,0.0,1.0,Friendly,Spain,A
1946-06-28,Norway,Finland,12.0,0.0,Friendly,Norway,H
1946-07-07,Sweden,Switzerland,7.0,2.0,Friendly,Sweden,H
1946-07-08,Denmark,Norway,2.0,0.0,Friendly,Denmark,H
1946-07-17,Iceland,Denmark,0.0,3.0,Friendly,Iceland,A
1946-07-28,Luxembourg,Norway,3.0,2.0,Friendly,Luxembourg,H
1946-08-22,Albania,Montenegro,5.0,0.0,Friendly,Albania,H
1946-09-01,Finland,Denmark,2.0,5.0,Friendly,Finland,A
1946-09-14,Czechia,Switzerland,3.0,2.0,Friendly,Czechia,H
1946-09-15,Finland,Sweden,0.0,7.0,Friendly,Finland,A
1946-09-15,Norway,Sweden,0.0,3.0,Friendly,Norway,A
1946-09-18,Kenya,Tanzania,3.0,0.0,Friendly,Kenya,H
1946-09-21,Kenya,Uganda,2.0,1.0,Friendly,Kenya,H
1946-09-28,Northern Ireland,England,2.0,7.0,British Home Championship,Northern Ireland,A
1946-09-30,Republic of Ireland,England,0.0,1.0,Friendly,Republic of Ireland,A
1946-10-06,Hungary,Austria,2.0,0.0,Friendly,Hungary,H
1946-10-06,Sweden,Denmark,3.0,3.0,Friendly,Sweden,D
1946-10-07,Albania,Serbia,2.0,3.0,Balkan Cup,Albania,A
1946-10-08,Bulgaria,Romania,2.0,2.0,Balkan Cup,Albania,D
1946-10-09,Albania,Bulgaria,3.0,1.0,Balkan Cup,Albania,H
1946-10-11,Romania,Serbia,2.0,1.0,Balkan Cup,Albania,H
1946-10-13,Albania,Romania,1.0,0.0,Balkan Cup,Albania,H
1946-10-19,Wales,Scotland,3.0,1.0,British Home Championship,Wales,H
1946-10-20,Denmark,Norway,7.0,1.0,Friendly,Denmark,H
1946-10-21,Guyana,Suriname,0.0,3.0,Friendly,Guyana,A
1946-10-24,Guyana,Suriname,0.0,1.0,Friendly,Guyana,A
1946-10-27,Austria,Czechia,3.0,4.0,Friendly,Austria,A
1946-10-29,Guyana,Suriname,3.0,1.0,Friendly,Guyana,H
1946-10-30,Luxembourg,Hungary,2.0,7.0,Friendly,Luxembourg,A
1946-11-05,El Salvador,Panama,2.0,3.0,Friendly,El Salvador,A
1946-11-10,El Salvador,Panama,3.0,3.0,Friendly,El Salvador,D
1946-11-10,Switzerland,Austria,1.0,0.0,Friendly,Switzerland,H
1946-11-13,England,Wales,3.0,0.0,British Home Championship,England,H
1946-11-23,Aruba,Curcao,0.0,4.0,Friendly,Aruba,A
1946-11-24,Aruba,Curcao,3.0,1.0,Friendly,Aruba,H
1946-11-27,England,Netherlands,8.0,2.0,Friendly,England,H
1946-11-27,Scotland,Northern Ireland,0.0,0.0,British Home Championship,Scotland,D
1946-12-01,Italy,Austria,3.0,2.0,Friendly,Italy,H
1947-01-05,Venezuela,Bolivia,2.0,2.0,Bolivarian Games,Peru,D
1947-01-05,Portugal,Switzerland,2.0,2.0,Friendly,Portugal,D
1947-01-26,Portugal,Spain,4.0,1.0,Friendly,Portugal,H
1947-02-12,Jamaica,Trinidad and Tobago,0.0,0.0,Friendly,Jamaica,D
1947-02-15,Jamaica,Trinidad and Tobago,2.0,1.0,Friendly,Jamaica,H
1947-02-15,Madagascar,Mauritius,1.0,2.0,Friendly,Madagascar,A
1947-02-19,Jamaica,Trinidad and Tobago,1.0,0.0,Friendly,Jamaica,H
1947-02-22,Jamaica,Trinidad and Tobago,1.0,2.0,Friendly,Jamaica,A
1947-02-22,Zambia,Zimbabwe,2.0,2.0,Friendly,Zambia,D
1947-02-26,Jamaica,Trinidad and Tobago,0.0,6.0,Friendly,Jamaica,A
1947-03-01,Curcao,Trinidad and Tobago,4.0,0.0,Friendly,Curcao,H
1947-03-02,Curcao,Trinidad and Tobago,3.0,0.0,Friendly,Curcao,H
1947-03-02,Republic of Ireland,Spain,3.0,2.0,Friendly,Republic of Ireland,H
1947-03-23,France,Portugal,1.0,0.0,Friendly,France,H
1947-03-29,Uruguay,Brazil,0.0,0.0,Copa Rio Branco,Uruguay,D
1947-04-01,Brazil,Uruguay,3.0,2.0,Copa Rio Branco,Brazil,H
1947-04-07,Netherlands,Belgium,2.0,1.0,Friendly,Netherlands,H
1947-04-12,England,Scotland,1.0,1.0,British Home Championship,England,D
